departamento,clase,familia,FechaCorte,ExisUnidades,CantidadVendida
3,318,318073,2014-01-31 00:00:00,41518447,22745
8,862,862006,2014-10-31 00:00:00,5418390,4726
4,432,432043,2015-05-31 00:00:00,63803405,29003
3,313,313194,2014-07-31 00:00:00,6485203,3517
1,110,110028,2015-06-30 00:00:00,85731,1543
3,310,310149,2015-06-30 00:00:00,2390,39
7,701,701067,2015-04-30 00:00:00,6382213,8463
5,541,541089,2016-09-30 00:00:00,26260404,16913
7,739,739069,2016-07-31 00:00:00,4751326,10811
8,862,862009,2014-06-30 00:00:00,100377971,35674
4,401,401004,2013-08-31 00:00:00,683631,1850
8,867,867237,2013-03-31 00:00:00,34514165,9498
4,413,413214,2014-10-31 00:00:00,36613336,19482
4,409,409329,2014-02-28 00:00:00,501738,1207
8,871,871174,2016-02-29 00:00:00,536,12
8,872,872006,2016-03-31 00:00:00,39566964,15187
1,103,103246,2014-03-31 00:00:00,10811280,8178
4,477,477160,2015-08-31 00:00:00,64075048,26752
2,282,282071,2016-03-31 00:00:00,65482366,35474
1,106,106052,2015-07-31 00:00:00,34000,168
8,868,868027,2013-12-31 00:00:00,30430185,10117
2,227,227087,2016-09-30 00:00:00,4071043,3858
7,749,749001,2014-07-31 00:00:00,43908428,27475
3,325,325098,2015-05-31 00:00:00,51550358,38542
7,711,711376,2016-04-30 00:00:00,2972943,3072
1,109,109033,2015-06-30 00:00:00,42355,507
1,103,103001,2014-01-31 00:00:00,28218,192
7,742,742303,2014-04-30 00:00:00,15414903,17681
6,602,602426,2016-07-31 00:00:00,1392367,2332
7,775,775255,2013-11-30 00:00:00,3354192,3481
8,862,862004,2013-10-31 00:00:00,18330709,6759
8,869,869007,2014-06-30 00:00:00,11420893,8485
3,313,313194,2016-03-31 00:00:00,12622159,5145
1,105,105071,2014-09-30 00:00:00,36328952,23573
1,102,102013,2015-10-31 00:00:00,11475887,17178
2,289,289002,2015-10-31 00:00:00,18014846,13527
8,873,873126,2015-09-30 00:00:00,26043984,10432
4,409,409332,2015-12-31 00:00:00,11281931,25633
7,742,742012,2013-12-31 00:00:00,19219958,17144
3,380,380283,2016-01-31 00:00:00,133184524,79913
1,106,106236,2016-05-31 00:00:00,65353,125
7,751,751026,2014-01-31 00:00:00,32508750,29839
7,739,739104,2016-08-31 00:00:00,24012414,54889
8,871,871174,2014-06-30 00:00:00,7240,40
7,775,775260,2014-10-31 00:00:00,10561079,18145
1,103,103087,2013-12-31 00:00:00,960885,2870
2,291,291055,2016-04-30 00:00:00,189767,569
1,105,105070,2013-05-31 00:00:00,1954168,3208
5,501,501004,2015-09-30 00:00:00,4439132,7648
4,416,416018,2016-06-30 00:00:00,472482,1306
7,751,751026,2015-03-31 00:00:00,39303078,35590
1,103,103087,2015-02-28 00:00:00,7435770,6485
5,540,540069,2015-01-31 00:00:00,13676542,10261
3,381,381205,2013-12-31 00:00:00,22329156,19586
1,105,105244,2015-03-31 00:00:00,63695688,43200
3,380,380285,2014-05-31 00:00:00,17040452,20105
2,201,201002,2013-10-31 00:00:00,5797897,8273
5,541,541117,2014-08-31 00:00:00,8664969,8120
4,410,410029,2016-04-30 00:00:00,3568,59
3,326,326099,2015-05-31 00:00:00,24235,277
8,870,870175,2013-12-31 00:00:00,2554,50
4,416,416068,2016-03-31 00:00:00,9089180,6659
2,282,282006,2013-09-30 00:00:00,53337642,32249
2,282,282071,2014-10-31 00:00:00,36850152,26866
2,289,289006,2015-02-28 00:00:00,34442002,21099
4,403,403280,2015-06-30 00:00:00,2687,27
3,380,380073,2014-03-31 00:00:00,283908777,162818
3,387,387302,2014-05-31 00:00:00,3670957,4498
4,418,418071,2013-08-31 00:00:00,9844056,7387
3,314,314063,2014-06-30 00:00:00,106097718,61297
8,862,862005,2016-07-31 00:00:00,184070,992
3,318,318008,2016-01-31 00:00:00,84,3
7,739,739320,2016-02-29 00:00:00,3649803,3953
1,104,104114,2014-06-30 00:00:00,39080890,23571
2,202,202025,2014-12-31 00:00:00,4099808,1521
5,594,594208,2015-09-30 00:00:00,27681705,16271
5,595,595049,2014-04-30 00:00:00,1347683,1568
1,194,194001,2013-12-31 00:00:00,32891753,35298
7,796,796048,2014-10-31 00:00:00,366498,2245
8,860,860047,2015-04-30 00:00:00,36318811,12864
5,538,538292,2016-03-31 00:00:00,207566,390
7,775,775260,2015-06-30 00:00:00,12600620,17607
5,596,596056,2015-02-28 00:00:00,16339408,11488
4,410,410008,2016-09-30 00:00:00,1060189,1830
5,586,586117,2014-12-31 00:00:00,6120792,5601
4,410,410032,2015-01-31 00:00:00,4001001,6601
2,208,208015,2014-09-30 00:00:00,8937058,1765
4,416,416018,2015-12-31 00:00:00,1624296,1695
4,409,409104,2015-12-31 00:00:00,1008614,2205
1,127,127079,2013-10-31 00:00:00,725079,1173
2,290,290057,2013-06-30 00:00:00,731287,1210
1,110,110080,2015-06-30 00:00:00,177676,1788
1,106,106001,2015-05-31 00:00:00,163086888,53810
8,854,854022,2016-04-30 00:00:00,38976205,21800
5,540,540021,2014-02-28 00:00:00,157509,196
8,867,867289,2016-07-31 00:00:00,437163,651
1,101,101027,2014-10-31 00:00:00,136871661,54577
5,596,596065,2016-08-31 00:00:00,28710239,10488
3,326,326028,2014-08-31 00:00:00,99553,332
8,865,865052,2013-06-30 00:00:00,50328802,16349
1,101,101003,2016-06-30 00:00:00,45583900,59344
8,873,873125,2013-09-30 00:00:00,7526241,6195
8,874,874198,2015-06-30 00:00:00,41404104,16114
3,317,317203,2016-05-31 00:00:00,56793556,33767
5,542,542045,2016-06-30 00:00:00,3358097,4224
8,866,866020,2016-07-31 00:00:00,8221282,4463
5,536,536001,2016-03-31 00:00:00,4655459,9671
8,860,860050,2013-10-31 00:00:00,33689356,13040
2,291,291059,2015-11-30 00:00:00,76961536,42226
5,542,542033,2016-09-30 00:00:00,1792305,2290
5,540,540023,2014-11-30 00:00:00,3247382,3571
4,410,410223,2016-02-29 00:00:00,174953,680
7,701,701305,2015-09-30 00:00:00,291990921,117750
3,319,319054,2016-01-31 00:00:00,1679543,2428
1,110,110080,2014-07-31 00:00:00,93238,748
4,409,409328,2014-12-31 00:00:00,5822850,15517
3,313,313155,2013-09-30 00:00:00,63852145,44087
7,775,775254,2015-02-28 00:00:00,860886,1870
2,207,207042,2014-10-31 00:00:00,1039231,1955
5,536,536002,2015-02-28 00:00:00,67262,158
1,127,127079,2014-09-30 00:00:00,762738,608
5,536,536002,2013-12-31 00:00:00,68,3
8,859,859038,2015-04-30 00:00:00,497,32
8,854,854023,2013-07-31 00:00:00,26285581,16567
8,860,860237,2016-05-31 00:00:00,25452,42
5,538,538059,2015-04-30 00:00:00,8489679,5502
5,541,541060,2014-08-31 00:00:00,24504723,18980
1,104,104114,2016-05-31 00:00:00,28022745,17507
3,327,327106,2013-05-31 00:00:00,41876073,20673
1,106,106233,2014-10-31 00:00:00,301221,423
7,752,752051,2014-01-31 00:00:00,41136043,13427
4,401,401324,2014-08-31 00:00:00,3253779,2637
3,373,373122,2014-11-30 00:00:00,26737509,19211
1,110,110030,2016-06-30 00:00:00,1284069,6036
8,854,854022,2016-01-31 00:00:00,35494024,16309
5,538,538056,2013-06-30 00:00:00,3121096,5072
7,796,796034,2016-08-31 00:00:00,628746,2720
8,862,862006,2014-04-30 00:00:00,14861714,8622
3,309,309027,2014-09-30 00:00:00,1312053,2365
1,105,105245,2014-02-28 00:00:00,29076462,21583
8,885,885198,2015-06-30 00:00:00,3165016,2674
3,303,303326,2014-11-30 00:00:00,17090608,19584
7,701,701061,2013-04-30 00:00:00,52764225,30643
3,380,380284,2015-03-31 00:00:00,106376942,59299
2,202,202013,2013-07-31 00:00:00,114570973,24942
7,701,701008,2013-05-31 00:00:00,55737,186
7,774,774255,2015-08-31 00:00:00,74623,430
4,401,401002,2014-10-31 00:00:00,13775302,16746
3,381,381009,2014-04-30 00:00:00,43676452,32201
7,774,774251,2014-02-28 00:00:00,1335860,3836
3,391,391104,2014-02-28 00:00:00,670111,751
3,327,327087,2016-09-30 00:00:00,6288023,8001
4,410,410001,2015-04-30 00:00:00,422,17
5,538,538092,2013-03-31 00:00:00,47838126,29756
7,798,798009,2015-08-31 00:00:00,221,15
7,774,774254,2014-10-31 00:00:00,2126197,3429
2,281,281019,2014-07-31 00:00:00,1407985,2656
5,537,537003,2016-02-29 00:00:00,4099129,9257
8,868,868153,2014-11-30 00:00:00,26103787,8757
8,866,866076,2013-07-31 00:00:00,5405480,2760
7,776,776273,2015-12-31 00:00:00,45493076,41528
2,282,282004,2014-02-28 00:00:00,96205,368
3,313,313152,2016-08-31 00:00:00,377721578,130859
5,501,501002,2013-04-30 00:00:00,21996733,21011
1,106,106052,2016-01-31 00:00:00,2555,44
3,380,380204,2013-06-30 00:00:00,1,1
8,855,855010,2013-04-30 00:00:00,14620676,8754
1,102,102164,2016-02-29 00:00:00,68697231,31034
3,320,320112,2013-03-31 00:00:00,434068,809
7,703,703348,2016-06-30 00:00:00,1690799,2583
5,586,586009,2015-01-31 00:00:00,201761,612
4,420,420280,2013-03-31 00:00:00,1607952,1373
3,313,313196,2013-11-30 00:00:00,45619575,23860
3,380,380161,2015-05-31 00:00:00,12052983,19372
2,210,210086,2015-06-30 00:00:00,25796,242
3,316,316004,2015-09-30 00:00:00,207448,791
4,419,419106,2014-01-31 00:00:00,40,4
8,867,867308,2013-09-30 00:00:00,17681304,2928
5,596,596065,2015-03-31 00:00:00,13085997,8176
3,317,317073,2014-05-31 00:00:00,221413981,153255
1,109,109032,2014-08-31 00:00:00,9742,114
3,326,326205,2015-09-30 00:00:00,782887,2205
8,866,866038,2015-03-31 00:00:00,5473764,4360
7,739,739104,2016-02-29 00:00:00,915074,4852
8,870,870202,2015-01-31 00:00:00,7069145,4030
6,645,645148,2013-03-31 00:00:00,2901,28
7,787,787266,2013-10-31 00:00:00,475666,1496
8,847,847301,2013-09-30 00:00:00,51486,625
8,865,865020,2015-06-30 00:00:00,5098047,4589
3,310,310140,2016-05-31 00:00:00,689098,2639
2,202,202014,2014-05-31 00:00:00,30477791,10578
8,860,860308,2014-01-31 00:00:00,14947590,6132
5,540,540014,2015-04-30 00:00:00,12588500,13478
8,860,860308,2015-03-31 00:00:00,26033866,10278
1,102,102183,2016-02-29 00:00:00,298754,744
3,322,322082,2014-11-30 00:00:00,202659,692
1,106,106233,2016-03-31 00:00:00,28309,91
4,403,403279,2014-08-31 00:00:00,19255,81
8,835,835128,2013-08-31 00:00:00,14772664,5534
4,433,433020,2013-10-31 00:00:00,9,2
1,106,106060,2013-07-31 00:00:00,6174930,2009
3,318,318002,2014-01-31 00:00:00,26,2
3,319,319064,2014-10-31 00:00:00,108085504,32873
5,536,536001,2014-04-30 00:00:00,4925417,8088
2,298,298009,2013-10-31 00:00:00,1404,46
5,595,595001,2015-07-31 00:00:00,3922096,2247
7,748,748022,2014-06-30 00:00:00,1313175,2048
5,537,537003,2014-09-30 00:00:00,7250259,11921
5,501,501145,2015-05-31 00:00:00,1640844,2158
3,316,316017,2016-07-31 00:00:00,1117451,1791
2,279,279014,2013-07-31 00:00:00,12266583,8307
1,110,110033,2014-01-31 00:00:00,659917,1694
2,208,208060,2014-04-30 00:00:00,5713907,3711
3,399,399001,2013-12-31 00:00:00,18,26
3,322,322108,2016-04-30 00:00:00,662676,1266
2,208,208014,2014-05-31 00:00:00,387759,626
5,541,541070,2013-05-31 00:00:00,222236,775
6,645,645003,2015-01-31 00:00:00,1,1
3,322,322080,2013-11-30 00:00:00,529145,930
4,419,419104,2015-11-30 00:00:00,119211,340
8,885,885200,2013-08-31 00:00:00,6904585,4393
1,104,104114,2014-12-31 00:00:00,33046702,26759
2,209,209168,2015-03-31 00:00:00,503852,1132
4,418,418186,2016-08-31 00:00:00,4936115,3812
8,835,835128,2015-09-30 00:00:00,11895993,6075
8,862,862308,2013-07-31 00:00:00,24328050,5303
1,102,102164,2014-09-30 00:00:00,91428456,27308
6,647,647093,2015-09-30 00:00:00,1026871,3637
8,854,854174,2014-02-28 00:00:00,19699936,13587
8,863,863024,2015-04-30 00:00:00,14985,100
5,586,586080,2013-11-30 00:00:00,8329043,6633
4,409,409328,2014-09-30 00:00:00,439339,1105
3,325,325136,2013-12-31 00:00:00,43493057,20481
1,102,102010,2015-11-30 00:00:00,35407082,34334
8,867,867048,2016-03-31 00:00:00,37097613,13113
3,391,391218,2016-04-30 00:00:00,934637,723
4,412,412150,2013-12-31 00:00:00,11602080,7073
8,857,857038,2014-02-28 00:00:00,18223955,7283
3,318,318003,2016-04-30 00:00:00,19256932,11083
7,742,742303,2015-12-31 00:00:00,35543628,33905
3,353,353298,2016-01-31 00:00:00,215226,989
4,401,401188,2015-11-30 00:00:00,11928908,7446
5,540,540051,2015-08-31 00:00:00,9321674,12721
3,326,326030,2015-05-31 00:00:00,8790,254
4,420,420092,2014-03-31 00:00:00,20437780,14331
3,317,317203,2015-05-31 00:00:00,33943073,26984
3,380,380203,2015-09-30 00:00:00,21136912,8265
4,418,418278,2015-06-30 00:00:00,27300820,15644
7,742,742014,2014-12-31 00:00:00,79226197,48754
5,541,541057,2015-11-30 00:00:00,487044,1216
7,774,774254,2016-03-31 00:00:00,1775754,2921
1,106,106059,2014-05-31 00:00:00,92453711,47260
4,430,430059,2013-12-31 00:00:00,4,2
5,538,538056,2013-09-30 00:00:00,2430519,2740
3,353,353307,2016-07-31 00:00:00,12545,185
3,327,327104,2014-04-30 00:00:00,32171725,24988
5,544,544002,2014-03-31 00:00:00,4746082,5779
4,417,417073,2014-12-31 00:00:00,25189588,20901
8,885,885175,2016-02-29 00:00:00,6592103,3868
8,863,863254,2014-08-31 00:00:00,5954137,5295
4,432,432021,2013-07-31 00:00:00,22215681,13404
4,418,418277,2014-02-28 00:00:00,20634777,13574
5,596,596061,2013-12-31 00:00:00,6567924,4738
7,787,787267,2013-03-31 00:00:00,1627360,3428
7,701,701066,2014-03-31 00:00:00,2082633,4346
4,416,416017,2013-06-30 00:00:00,4502844,3463
4,419,419106,2013-04-30 00:00:00,59,4
3,326,326028,2013-12-31 00:00:00,5438476,8620
7,748,748024,2013-07-31 00:00:00,7638778,7258
4,410,410313,2016-08-31 00:00:00,752252,1016
8,867,867048,2014-07-31 00:00:00,40607784,14243
7,774,774254,2014-07-31 00:00:00,1862285,3275
2,207,207042,2015-06-30 00:00:00,7240449,9679
3,353,353307,2014-11-30 00:00:00,130030,331
7,775,775260,2016-06-30 00:00:00,14644739,17614
4,416,416069,2015-11-30 00:00:00,1735198,3854
4,432,432023,2014-07-31 00:00:00,338233,440
3,373,373126,2014-12-31 00:00:00,4975199,6680
5,544,544005,2015-10-31 00:00:00,7342832,9873
4,403,403039,2016-04-30 00:00:00,5529830,3194
3,316,316006,2016-06-30 00:00:00,3172725,2444
4,409,409327,2016-06-30 00:00:00,24164,234
3,378,378104,2015-10-31 00:00:00,3997330,4036
3,387,387300,2013-08-31 00:00:00,23390527,34159
1,105,105001,2016-09-30 00:00:00,65000885,38162
5,541,541036,2015-02-28 00:00:00,715892,1304
2,290,290062,2013-06-30 00:00:00,12551702,7626
1,112,112346,2016-07-31 00:00:00,874668,975
3,311,311316,2015-06-30 00:00:00,49292026,32717
2,207,207084,2014-05-31 00:00:00,-1,1
7,742,742014,2016-08-31 00:00:00,36,7
8,864,864212,2015-02-28 00:00:00,38903630,20153
8,885,885175,2014-06-30 00:00:00,6121350,3188
8,858,858212,2014-03-31 00:00:00,13952,103
7,774,774255,2014-03-31 00:00:00,158175,456
8,869,869214,2013-06-30 00:00:00,20838077,12037
1,102,102013,2016-01-31 00:00:00,11996244,18468
3,310,310092,2014-01-31 00:00:00,2235225,3000
2,201,201027,2015-04-30 00:00:00,68212366,23260
1,103,103299,2015-07-31 00:00:00,1304096,3147
8,870,870202,2016-06-30 00:00:00,23317124,15018
5,538,538293,2016-08-31 00:00:00,1422106,1550
8,885,885198,2016-03-31 00:00:00,7413243,4114
8,868,868028,2016-06-30 00:00:00,136468376,33265
5,596,596118,2015-08-31 00:00:00,52132135,33458
5,596,596195,2016-06-30 00:00:00,1,1
3,319,319066,2014-02-28 00:00:00,543891,740
5,583,583080,2014-03-31 00:00:00,98600,235
5,583,583093,2015-04-30 00:00:00,447816,1453
5,541,541084,2015-07-31 00:00:00,1670586,4474
7,742,742030,2015-12-31 00:00:00,8904227,8758
8,893,893309,2016-01-31 00:00:00,40,6
1,104,104014,2014-01-31 00:00:00,52088507,25083
3,353,353298,2014-02-28 00:00:00,863859,452
5,586,586090,2015-01-31 00:00:00,2166134,2402
5,501,501145,2015-08-31 00:00:00,1393601,2392
4,409,409328,2016-05-31 00:00:00,55408,298
3,320,320059,2013-04-30 00:00:00,46186788,19786
7,750,750014,2014-04-30 00:00:00,2499089,3894
1,110,110033,2013-10-31 00:00:00,5902041,3730
1,103,103239,2015-08-31 00:00:00,4379268,14070
5,544,544040,2015-08-31 00:00:00,9095582,14870
3,316,316007,2016-02-29 00:00:00,229761,778
2,208,208015,2015-06-30 00:00:00,48908376,5736
2,209,209166,2014-06-30 00:00:00,584652,885
4,417,417073,2016-08-31 00:00:00,7746278,5874
7,742,742013,2016-09-30 00:00:00,5,3
5,594,594208,2015-12-31 00:00:00,31609280,15987
3,381,381009,2016-06-30 00:00:00,53222086,34110
7,774,774250,2016-08-31 00:00:00,5917599,10308
8,885,885198,2014-07-31 00:00:00,2240771,1915
3,387,387157,2016-07-31 00:00:00,23889213,29332
6,645,645148,2014-05-31 00:00:00,0,1
3,315,315120,2015-08-31 00:00:00,12234096,9388
1,101,101004,2015-08-31 00:00:00,34434103,47094
8,872,872020,2014-10-31 00:00:00,6807678,4792
3,373,373322,2015-04-30 00:00:00,4904108,8165
8,867,867049,2014-03-31 00:00:00,75853552,19345
3,326,326080,2013-09-30 00:00:00,218172,186
5,544,544001,2014-04-30 00:00:00,176148,658
4,418,418073,2014-05-31 00:00:00,41097101,25143
5,536,536006,2015-03-31 00:00:00,1086778,2377
7,701,701311,2016-04-30 00:00:00,14098753,5234
3,310,310300,2016-01-31 00:00:00,2194953,7859
8,868,868153,2014-05-31 00:00:00,27790703,7856
8,868,868310,2015-04-30 00:00:00,7982940,4145
3,318,318008,2015-10-31 00:00:00,234,8
8,860,860050,2013-04-30 00:00:00,51313134,14944
7,774,774253,2016-04-30 00:00:00,24131911,33517
8,866,866020,2013-06-30 00:00:00,18978701,9845
3,381,381103,2016-07-31 00:00:00,16853542,11220
1,102,102088,2016-08-31 00:00:00,47309052,15060
3,303,303065,2014-08-31 00:00:00,2978929,5211
3,311,311317,2015-05-31 00:00:00,15244422,9044
4,409,409328,2014-06-30 00:00:00,23081,237
8,864,864009,2016-09-30 00:00:00,65886776,27685
5,586,586070,2014-11-30 00:00:00,3117937,5118
2,210,210028,2013-03-31 00:00:00,1293157,1747
5,595,595002,2014-06-30 00:00:00,24927,88
2,202,202025,2016-08-31 00:00:00,578790,674
5,538,538293,2015-08-31 00:00:00,1495063,1189
3,302,302318,2013-05-31 00:00:00,92477805,46524
2,279,279019,2013-07-31 00:00:00,644115,733
8,868,868027,2014-02-28 00:00:00,4035143,1947
4,432,432042,2013-05-31 00:00:00,32182677,14689
5,586,586386,2016-04-30 00:00:00,16121,138
4,432,432021,2014-04-30 00:00:00,19929858,19739
7,707,707373,2016-09-30 00:00:00,1934885,2607
8,855,855022,2014-03-31 00:00:00,20836564,15649
7,775,775262,2016-09-30 00:00:00,16820856,20941
3,311,311317,2016-05-31 00:00:00,27722390,11832
7,742,742026,2013-12-31 00:00:00,29461614,29124
8,864,864009,2015-09-30 00:00:00,48381302,25368
1,127,127079,2014-01-31 00:00:00,410009,543
4,410,410008,2016-06-30 00:00:00,20060,168
2,207,207085,2014-12-31 00:00:00,14068285,3928
5,542,542318,2014-07-31 00:00:00,4072324,6305
5,596,596065,2013-04-30 00:00:00,105813737,54605
8,856,856046,2015-07-31 00:00:00,10757694,6119
6,647,647048,2014-06-30 00:00:00,2863821,6067
5,594,594418,2016-07-31 00:00:00,8133096,10840
8,861,861007,2015-06-30 00:00:00,38229663,13815
1,106,106061,2014-08-31 00:00:00,122487025,50505
7,701,701065,2015-04-30 00:00:00,64052,633
1,109,109032,2014-05-31 00:00:00,14604,70
8,869,869038,2013-12-31 00:00:00,26439871,12852
2,291,291059,2013-09-30 00:00:00,27187279,18460
5,541,541117,2013-12-31 00:00:00,19192793,15935
3,306,306121,2013-12-31 00:00:00,20874814,17325
1,106,106054,2015-07-31 00:00:00,19918809,18302
3,306,306087,2013-10-31 00:00:00,1975184,2916
3,326,326113,2015-08-31 00:00:00,86710,179
2,291,291062,2014-05-31 00:00:00,5629675,4534
4,401,401002,2013-05-31 00:00:00,11376310,16292
3,391,391106,2014-08-31 00:00:00,918294,2507
7,742,742012,2013-09-30 00:00:00,11918638,11355
5,541,541117,2015-02-28 00:00:00,6624189,6253
3,380,380283,2016-09-30 00:00:00,191264348,102236
1,106,106010,2013-07-31 00:00:00,209324338,46800
3,314,314156,2013-06-30 00:00:00,122447927,55547
5,540,540060,2015-06-30 00:00:00,8049892,8857
8,893,893308,2013-06-30 00:00:00,28,4
8,872,872198,2015-07-31 00:00:00,284,4
3,325,325099,2013-11-30 00:00:00,510154,1112
7,775,775255,2014-04-30 00:00:00,842036,1674
4,412,412065,2016-01-31 00:00:00,8608341,10488
3,309,309069,2015-09-30 00:00:00,10411226,8592
8,868,868024,2015-11-30 00:00:00,33916702,10507
3,322,322108,2014-05-31 00:00:00,3899846,6319
7,748,748017,2014-06-30 00:00:00,41598236,28674
3,310,310029,2014-05-31 00:00:00,250195,1908
5,598,598009,2013-12-31 00:00:00,128,17
7,701,701060,2014-05-31 00:00:00,3402,46
3,313,313217,2013-11-30 00:00:00,1769,44
4,418,418281,2015-08-31 00:00:00,4463579,4716
4,409,409134,2016-01-31 00:00:00,413486,614
3,316,316069,2013-03-31 00:00:00,361896,794
1,103,103001,2014-06-30 00:00:00,3367,45
3,326,326272,2013-09-30 00:00:00,355425,719
3,317,317203,2014-12-31 00:00:00,81014400,53567
3,380,380284,2016-05-31 00:00:00,142420939,86275
5,540,540023,2015-08-31 00:00:00,11671027,16443
1,105,105245,2016-01-31 00:00:00,59908030,38253
3,316,316004,2014-01-31 00:00:00,658428,1417
3,309,309027,2015-02-28 00:00:00,1219717,3382
2,279,279014,2015-06-30 00:00:00,10917095,8220
1,102,102016,2013-08-31 00:00:00,195006231,50171
3,316,316004,2015-03-31 00:00:00,307092,622
5,583,583009,2016-04-30 00:00:00,56389,539
3,313,313096,2015-04-30 00:00:00,91689003,56348
1,106,106060,2016-05-31 00:00:00,1849093,1098
1,109,109031,2016-02-29 00:00:00,1463914,1520
3,320,320143,2013-11-30 00:00:00,13996239,8283
4,401,401001,2013-09-30 00:00:00,45834,199
2,202,202089,2016-02-29 00:00:00,45464227,20635
8,897,897125,2013-11-30 00:00:00,103083448,28323
3,310,310027,2013-05-31 00:00:00,335757,1456
5,543,543016,2013-07-31 00:00:00,4650825,7410
5,540,540061,2013-12-31 00:00:00,784,23
3,319,319054,2016-09-30 00:00:00,1533855,3230
8,885,885191,2016-09-30 00:00:00,284085,478
4,410,410032,2013-04-30 00:00:00,546477,1128
2,290,290058,2013-04-30 00:00:00,3623,20
3,318,318003,2015-07-31 00:00:00,5957680,8047
1,104,104015,2013-12-31 00:00:00,245925491,170859
2,208,208069,2014-12-31 00:00:00,1396064,629
7,796,796044,2016-07-31 00:00:00,1195901,10886
5,544,544095,2014-07-31 00:00:00,31706930,33766
8,885,885174,2014-07-31 00:00:00,8749769,4909
3,353,353296,2014-09-30 00:00:00,302119,1736
8,864,864009,2016-02-29 00:00:00,44439367,22976
4,401,401321,2013-12-31 00:00:00,1003746,2790
7,706,706368,2016-07-31 00:00:00,5210429,6885
3,322,322111,2013-10-31 00:00:00,297163,604
1,101,101004,2016-07-31 00:00:00,35329187,46532
8,862,862224,2014-02-28 00:00:00,13428159,6463
7,798,798001,2016-09-30 00:00:00,-1,1
5,536,536001,2013-08-31 00:00:00,5092181,10007
1,105,105245,2014-10-31 00:00:00,34437761,27937
3,380,380203,2013-09-30 00:00:00,9129369,8063
1,103,103087,2014-06-30 00:00:00,15615334,19573
7,775,775254,2015-07-31 00:00:00,956798,2709
7,703,703347,2016-09-30 00:00:00,7478435,5274
8,835,835127,2015-05-31 00:00:00,9863790,4693
7,701,701311,2014-08-31 00:00:00,94098842,10095
1,106,106050,2016-05-31 00:00:00,20066076,8741
2,207,207085,2013-06-30 00:00:00,5447636,3729
2,208,208015,2013-12-31 00:00:00,155750,330
1,106,106054,2016-03-31 00:00:00,12561547,15835
1,104,104014,2015-12-31 00:00:00,144551371,78256
7,742,742011,2015-08-31 00:00:00,39148610,44412
1,105,105245,2014-04-30 00:00:00,33644753,29687
4,477,477160,2016-07-31 00:00:00,108689381,34908
8,869,869020,2013-10-31 00:00:00,51600651,19530
4,414,414137,2015-03-31 00:00:00,56183718,26677
5,538,538021,2015-12-31 00:00:00,12803809,13844
5,536,536041,2016-01-31 00:00:00,8769223,14315
8,866,866076,2014-06-30 00:00:00,4392903,3966
7,742,742013,2013-07-31 00:00:00,38887051,36940
2,202,202089,2013-03-31 00:00:00,107423247,35616
2,201,201001,2015-03-31 00:00:00,2,2
5,594,594394,2016-02-29 00:00:00,1572298,1950
8,855,855011,2016-04-30 00:00:00,21662165,16843
2,207,207042,2015-05-31 00:00:00,5985953,7064
4,410,410028,2016-07-31 00:00:00,122161,589
2,289,289070,2013-03-31 00:00:00,2714894,2051
3,310,310028,2016-04-30 00:00:00,121130,842
5,540,540070,2013-12-31 00:00:00,17906080,28228
3,310,310030,2014-03-31 00:00:00,445122,1593
4,408,408007,2014-10-31 00:00:00,3223345,1579
2,201,201008,2015-03-31 00:00:00,10,2
7,788,788270,2016-01-31 00:00:00,1696001,5605
8,867,867232,2014-06-30 00:00:00,31824251,9279
7,776,776264,2015-11-30 00:00:00,16960172,16753
3,315,315131,2015-02-28 00:00:00,14544861,9327
5,586,586080,2013-05-31 00:00:00,217605,890
1,106,106035,2014-10-31 00:00:00,1478891,923
5,596,596075,2014-02-28 00:00:00,64769804,32479
8,865,865028,2014-05-31 00:00:00,6843195,4240
5,540,540079,2016-08-31 00:00:00,4916893,5692
3,313,313217,2013-09-30 00:00:00,2918,52
2,202,202089,2014-11-30 00:00:00,71991875,27785
3,324,324073,2014-08-31 00:00:00,2047632,3040
8,870,870200,2015-02-28 00:00:00,15747635,8829
3,318,318073,2016-02-29 00:00:00,50303950,27532
3,326,326033,2013-12-31 00:00:00,7862257,12393
4,409,409332,2016-06-30 00:00:00,67367,503
2,210,210080,2014-05-31 00:00:00,144254,524
4,477,477160,2014-11-30 00:00:00,77770729,30836
5,540,540084,2015-02-28 00:00:00,574500,1313
5,541,541084,2013-11-30 00:00:00,353706,319
4,412,412228,2016-01-31 00:00:00,7536977,8648
5,594,594185,2014-12-31 00:00:00,18022227,9274
5,542,542044,2014-06-30 00:00:00,6535087,6127
7,787,787266,2013-12-31 00:00:00,4349418,9858
1,104,104019,2015-09-30 00:00:00,49652247,33150
1,104,104119,2013-07-31 00:00:00,17932479,9685
8,885,885175,2015-08-31 00:00:00,5774470,3617
2,298,298009,2014-09-30 00:00:00,1672,124
8,855,855022,2014-01-31 00:00:00,23394797,13303
5,585,585032,2016-05-31 00:00:00,336278,1334
5,537,537078,2013-11-30 00:00:00,9014625,10556
2,208,208015,2015-02-28 00:00:00,764593,449
1,105,105068,2013-12-31 00:00:00,478518867,202038
7,742,742014,2014-05-31 00:00:00,86707440,54254
3,320,320059,2015-03-31 00:00:00,27582516,21376
4,410,410008,2015-09-30 00:00:00,1012674,1540
2,210,210300,2014-12-31 00:00:00,2483730,4011
